animalid,name,datetime,outcometype,outcomesubtype,animaltype,sexuponoutcome,ageuponoutcome,breed,color
A715648,Aura,2015-12-05 16:55:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Brown Tabby
A710779,Jeeves,2015-09-14 17:20:00,Adoption,unknown,Dog,Neutered Male,365,Dachshund/Miniature Pinscher,Black/Brown
A670765,Unnamed,2014-01-17 15:06:00,Euthanasia,Suffering,Dog,Intact Female,4380,Chihuahua Shorthair Mix,White/Tan
A687292,Tinker,2014-12-26 12:18:00,Adoption,Foster,Dog,Spayed Female,180,Chihuahua Shorthair Mix,Black/Tan
A690243,Unnamed,2014-10-16 18:31:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Orange Tabby
A706829,Unnamed,2015-07-18 19:03:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Black
A663614,Bingo,2013-10-12 17:14:00,Adoption,unknown,Dog,Spayed Female,1460,Border Collie Mix,Blue Merle/White
A702114,Umami,2015-05-24 17:27:00,Euthanasia,Suffering,Cat,Spayed Female,730,Domestic Shorthair Mix,Brown Tabby
A710175,Unnamed,2015-08-20 09:00:00,Transfer,SCRP,Cat,Intact Male,120,Domestic Shorthair Mix,Black
A697969,Zelda,2015-03-15 11:45:00,Transfer,Partner,Dog,Spayed Female,730,German Shepherd/Chinese Sharpei,Tan
A694409,Unnamed,2014-12-31 16:25:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby/White
A684992,Ernie,2014-08-03 15:36:00,Transfer,Partner,Dog,Intact Male,120,Catahoula/Beagle,White/Tan
A705100,Harriet,2015-06-22 12:58:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Brown Tabby/White
A607586,Chita,2014-07-30 11:02:00,Return_to_owner,unknown,Dog,Spayed Female,1095,Rat Terrier Mix,White/Black
A674327,Bailey,2014-03-31 11:20:00,Adoption,unknown,Dog,Spayed Female,365,Pit Bull Mix,Brown Brindle/White
A711150,Max,2015-09-18 13:19:00,Transfer,Partner,Cat,Neutered Male,150,Domestic Shorthair Mix,Orange Tabby
A696899,Nabi,2015-02-19 17:44:00,Return_to_owner,unknown,Dog,Intact Female,1095,Pit Bull Mix,Brown
A711768,Canelo,2015-09-16 17:49:00,Adoption,unknown,Dog,Neutered Male,300,Golden Retriever Mix,Red
A703066,Don,2015-08-23 18:16:00,Adoption,unknown,Cat,Neutered Male,90,Domestic Shorthair Mix,Black/White
A671560,Gus,2014-02-10 17:14:00,Transfer,Partner,Dog,Neutered Male,120,Pointer Mix,White/Brown
A680196,Joanna,2014-06-10 17:08:00,Return_to_owner,unknown,Dog,Spayed Female,240,German Shepherd Mix,Black/Brown
A691712,Iris,2014-11-25 14:08:00,Transfer,Partner,Cat,Spayed Female,365,Domestic Medium Hair Mix,Calico
A706539,Lumos,2015-09-19 13:05:00,Adoption,unknown,Cat,Neutered Male,2190,Domestic Medium Hair Mix,Brown Tabby/White
A695864,Daisy,2015-02-01 14:54:00,Adoption,unknown,Cat,Spayed Female,2555,Domestic Shorthair Mix,Brown Tabby
A695625,Unnamed,2015-01-23 17:16:00,Adoption,unknown,Dog,Spayed Female,180,Chihuahua Shorthair Mix,Brown
A701037,Pete,2015-05-03 13:02:00,Return_to_owner,unknown,Dog,Neutered Male,2190,Australian Shepherd,Black/White
A674454,Romy,2014-03-13 14:44:00,Return_to_owner,unknown,Dog,Spayed Female,4745,Cardigan Welsh Corgi/Jack Russell Terrier,Black
A666600,Unnamed,2013-11-04 14:54:00,Transfer,Partner,Dog,Intact Male,0,Beagle/Chihuahua Shorthair,White
A698804,Hailey,2015-05-30 16:43:00,Adoption,unknown,Dog,Spayed Female,365,Catahoula Mix,Black/White
A694558,Willow,2015-01-02 14:08:00,Transfer,Partner,Cat,Intact Female,730,Domestic Shorthair Mix,Tortie
A676457,Rainy Bow,2014-04-17 14:52:00,Transfer,Partner,Dog,Spayed Female,5475,Dachshund Mix,Black/Tan
A712571,Max,2015-09-27 12:34:00,Adoption,Offsite,Dog,Neutered Male,365,Yorkshire Terrier Mix,Silver/Tan
A687987,Koda,2015-12-29 10:05:00,Adoption,Foster,Dog,Spayed Female,1825,Pit Bull Mix,Brown/White
A691718,Babs,2014-12-19 09:21:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Tortie
A706767,Cam,2015-07-11 09:51:00,Died,In Kennel,Cat,Intact Male,30,Domestic Shorthair Mix,White/Black
A705600,Unnamed,2015-06-23 13:25:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Blue Tabby
A720146,Nd,2016-02-03 16:30:00,Return_to_owner,unknown,Dog,Spayed Female,1825,Cairn Terrier Mix,Gray
A686328,Unnamed,2014-08-20 17:11:00,Transfer,Partner,Cat,Intact Female,28,Domestic Shorthair Mix,Black/White
A714505,Unnamed,2015-10-29 13:01:00,Adoption,unknown,Dog,Neutered Male,1825,Papillon Mix,Black/White
A685312,Lokita,2014-08-12 13:33:00,Transfer,Partner,Cat,Spayed Female,2190,Domestic Longhair Mix,Black/White
A685396,Walter,2014-08-10 17:28:00,Adoption,unknown,Dog,Neutered Male,60,German Shepherd,Black/Tan
A709712,Hiro,2015-08-25 12:05:00,Transfer,Partner,Dog,Intact Male,365,American Pit Bull Terrier Mix,Blue Tick/White
A705652,Modelo,2015-08-18 14:03:00,Transfer,Partner,Dog,Neutered Male,365,Labrador Retriever Mix,Black
A666579,Unnamed,2013-11-09 11:02:00,Return_to_owner,unknown,Dog,Neutered Male,90,Havanese Mix,White/Black
A700426,Marco,2015-04-20 17:42:00,Euthanasia,Aggressive,Dog,Intact Male,365,Pit Bull Mix,Black/White
A691059,Trevor,2014-11-08 11:11:00,Return_to_owner,unknown,Dog,Intact Male,1095,Labrador Retriever Mix,Black
A707775,Unnamed,2015-07-17 15:49:00,Transfer,Partner,Dog,Intact Female,365,Chihuahua Shorthair Mix,Brown/White
A697023,Lucas,2015-04-11 17:35:00,Adoption,unknown,Dog,Neutered Male,365,German Shepherd,Sable
A680626,Preston,2014-06-21 14:53:00,Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair Mix,Black
A666382,Unnamed,2013-11-02 14:00:00,Transfer,SCRP,Cat,Intact Male,120,Domestic Shorthair Mix,Orange Tabby/White
A679360,Dexter,2014-06-30 10:38:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White
A669638,Rufus,2014-07-29 12:58:00,Transfer,Partner,Dog,Neutered Male,365,Pit Bull Mix,Tan/White
A703261,Oreo,2015-05-23 17:07:00,Return_to_owner,unknown,Dog,Intact Male,2920,Boston Terrier Mix,Black Brindle/White
A711797,Unnamed,2015-09-12 13:12:00,Return_to_owner,unknown,Cat,Unknown,120,Domestic Shorthair Mix,Black
A701212,Jack,2015-04-26 15:11:00,Return_to_owner,unknown,Dog,Intact Male,2920,Siberian Husky,Black/White
A692239,Bb,2014-11-17 18:22:00,Return_to_owner,unknown,Cat,Spayed Female,1825,Domestic Shorthair Mix,Tortie
A716690,Pywackett,2015-11-30 14:56:00,Transfer,Partner,Cat,Spayed Female,300,Domestic Shorthair Mix,Torbie
A674003,Casper,2014-03-09 13:11:00,Transfer,Partner,Dog,Neutered Male,60,Labrador Retriever/Pointer,White/Tan
A668809,Skippy Jon,2013-12-22 17:50:00,Adoption,unknown,Dog,Neutered Male,90,Chihuahua Shorthair Mix,Brown/White
A707730,Buddy,2015-08-04 14:58:00,Adoption,unknown,Cat,Neutered Male,1095,Siamese Mix,Seal Point
A702927,Gretchen,2015-05-28 14:39:00,Euthanasia,Medical,Dog,Spayed Female,730,Miniature Schnauzer Mix,Black/Tan
A474311,Shadow,2015-05-05 11:27:00,Adoption,unknown,Cat,Neutered Male,2920,Domestic Shorthair Mix,Brown Tabby
A680165,Unnamed,2014-05-30 14:38:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Brown Tabby/White
A710504,Corey,2015-08-25 18:51:00,Return_to_owner,unknown,Dog,Spayed Female,730,Norfolk Terrier/Dachshund,Cream
A662154,Navaho,2013-10-13 19:09:00,Adoption,unknown,Cat,Spayed Female,730,Domestic Shorthair Mix,Orange Tabby
A716990,Maximus,2015-12-07 00:00:00,Transfer,Partner,Dog,Neutered Male,1095,Cocker Spaniel Mix,Black/White
A689341,Storm,2014-10-10 16:38:00,Adoption,unknown,Dog,Neutered Male,150,Border Collie/German Shepherd,Black/Tricolor
A676138,Sanders,2014-06-13 14:15:00,Return_to_owner,unknown,Dog,Neutered Male,365,Labrador Retriever Mix,Yellow
A717408,Joy,2015-12-11 17:53:00,Adoption,unknown,Dog,Spayed Female,60,Queensland Heeler Mix,White/Black
A702468,Unnamed,2015-05-15 09:00:00,Transfer,SCRP,Cat,Intact Female,300,Domestic Shorthair Mix,Black
A692196,Chula,2015-01-06 09:25:00,Died,In Foster,Cat,Spayed Female,4380,Domestic Shorthair Mix,Tortie
A702758,Annie,2015-05-26 17:18:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Calico
A700588,Unnamed,2015-04-16 15:07:00,Transfer,Partner,Cat,Unknown,1,Domestic Shorthair Mix,Black
A700577,Unnamed,2015-04-16 15:08:00,Transfer,Partner,Cat,Unknown,7,Domestic Shorthair Mix,Black/White
A699942,Tuby,2015-04-04 17:17:00,Euthanasia,Suffering,Cat,Neutered Male,6205,Domestic Shorthair Mix,White/Blue
A714772,Dandy,2015-11-08 17:57:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Miniature Poodle Mix,White
A683496,Sheri,2014-08-17 12:24:00,Adoption,unknown,Dog,Spayed Female,730,American Pit Bull Terrier/Boxer,Fawn/White
A672313,Biggie,2014-02-18 14:46:00,Return_to_owner,unknown,Dog,Neutered Male,730,Labrador Retriever Mix,Black
A701645,Jett,2015-06-19 17:03:00,Adoption,Foster,Cat,Neutered Male,90,Domestic Shorthair Mix,Black
A679502,Unnamed,2014-05-22 19:17:00,Transfer,SCRP,Cat,Unknown,730,Domestic Shorthair Mix,White/Black
A719199,Unnamed,2016-01-20 19:01:00,Transfer,SCRP,Cat,Neutered Male,1095,Domestic Medium Hair Mix,Blue
A717071,Noel,2015-12-06 17:11:00,Adoption,unknown,Dog,Spayed Female,60,Golden Retriever Mix,Buff/White
A704202,Unnamed,2015-06-07 18:32:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby
A692559,Zorro,2015-01-06 08:14:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby
A703448,Karma,2015-06-24 12:23:00,Transfer,Partner,Cat,Spayed Female,30,Domestic Shorthair Mix,Blue Tabby
A692276,Jack,2014-11-28 15:47:00,Adoption,unknown,Dog,Intact Male,365,Miniature Poodle/Golden Retriever,White
A702401,Blue,2015-05-19 12:35:00,Return_to_owner,unknown,Dog,Intact Female,730,Australian Cattle Dog Mix,Blue Merle
A670273,Annie,2014-03-21 11:49:00,Transfer,Partner,Dog,Spayed Female,730,Labrador Retriever/Chesa Bay Retr,Brown/White
A701172,Unnamed,2015-04-24 18:51:00,Transfer,Partner,Cat,Unknown,2,Domestic Shorthair Mix,White/Black
A710447,Brodie,2015-09-09 19:20:00,Transfer,Partner,Dog,Neutered Male,730,Yorkshire Terrier Mix,Tan/Silver
A678992,Unnamed,2014-05-15 11:26:00,Transfer,Partner,Cat,Intact Male,4,Domestic Medium Hair Mix,Black
A683041,Unnamed,2014-07-06 13:48:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Black
A681513,Chicho,2014-06-17 17:08:00,Return_to_owner,unknown,Dog,Intact Male,2555,Rat Terrier Mix,Tricolor
A693282,Sampson,2015-11-05 11:37:00,Return_to_owner,unknown,Dog,Neutered Male,730,Staffordshire Mix,Chocolate
A685150,Chuy,2014-08-07 11:13:00,Return_to_owner,unknown,Dog,Intact Male,4380,Chihuahua Longhair Mix,Buff
A673438,Unnamed,2014-02-26 15:12:00,Transfer,SCRP,Cat,Unknown,730,Domestic Shorthair Mix,Brown Tabby
A680411,Elliott,2014-06-06 14:05:00,Adoption,unknown,Cat,Intact Male,30,Snowshoe Mix,Seal Point
A688912,Unnamed,2014-09-26 14:48:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Orange Tabby
A687956,Unnamed,2014-09-18 17:09:00,Adoption,unknown,Dog,Spayed Female,1095,Rottweiler Mix,Black/Tan
A690308,Swade,2014-10-22 12:01:00,Adoption,unknown,Dog,Neutered Male,1460,Pug Mix,Fawn/Black
A701502,Unnamed,2015-05-26 18:53:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Medium Hair Mix,Brown Tabby/White
A679228,Buttercup,2014-05-24 14:35:00,Adoption,unknown,Dog,Spayed Female,1095,Brittany/Labrador Retriever,Red
A708436,Cupid,2015-07-29 16:34:00,Return_to_owner,unknown,Cat,Neutered Male,365,Domestic Shorthair Mix,Brown Tabby
A684354,Sam,2014-07-26 17:56:00,Return_to_owner,unknown,Dog,Neutered Male,300,Pit Bull Mix,Brown Brindle/White
A700424,Unnamed,2015-04-14 09:00:00,Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair Mix,Orange Tabby
A670248,Giselle,2014-01-12 14:10:00,Transfer,Partner,Cat,Spayed Female,365,Domestic Shorthair Mix,Black
A687409,Stacy,2014-09-05 17:08:00,Return_to_owner,unknown,Dog,Spayed Female,60,Golden Retriever Mix,Gold
A669863,Plex,2014-01-15 16:05:00,Return_to_owner,unknown,Dog,Neutered Male,730,Pit Bull Mix,White/Brown
A710528,Unnamed,2015-08-25 09:00:00,Transfer,SCRP,Cat,Neutered Male,150,Domestic Shorthair Mix,Brown Tabby
A696589,Louis,2015-02-15 18:16:00,Adoption,unknown,Dog,Neutered Male,365,Labrador Retriever Mix,Black
A718251,Didi,2015-12-31 16:40:00,Adoption,unknown,Dog,Spayed Female,30,Labrador Retriever/Beagle,White/Black
A715262,Ruffo,2015-11-04 18:12:00,Return_to_owner,unknown,Dog,Neutered Male,365,Pit Bull Mix,Black/White
A686268,Tupac,2014-08-30 16:49:00,Adoption,unknown,Cat,Neutered Male,240,Domestic Shorthair Mix,Black/White
A720430,Sabrina,2016-02-14 16:59:00,Adoption,unknown,Dog,Spayed Female,240,Norwegian Elkhound Mix,Black
A664624,Smurfy,2013-11-07 14:12:00,Adoption,unknown,Dog,Neutered Male,730,Pit Bull Mix,Brown Brindle/White
A707494,Karamel,2015-07-24 16:06:00,Return_to_owner,unknown,Dog,Intact Female,270,Pit Bull Mix,Tan/White
A693092,Greta,2015-01-24 11:33:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Tortie
A676379,Hunter,2014-04-20 17:42:00,Return_to_owner,unknown,Dog,Neutered Male,365,Labrador Retriever Mix,Brown
A702841,Fluff,2015-07-31 11:06:00,Adoption,Foster,Cat,Neutered Male,90,Domestic Shorthair,Brown Tabby
A694205,Unnamed,2014-12-24 11:40:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Blue
A706704,Unnamed,2015-07-03 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Brown Tabby
A678179,Maggie,2014-06-21 18:42:00,Return_to_owner,unknown,Dog,Spayed Female,4015,Chow Chow Mix,Gray
A694733,Iris,2015-01-09 13:26:00,Transfer,Partner,Cat,Intact Female,365,Domestic Shorthair Mix,Black/White
A705803,Gucci,2015-06-23 11:07:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Boston Terrier Mix,Brown Brindle/White
A716241,Sanders,2015-12-23 13:38:00,Transfer,Partner,Cat,Neutered Male,90,Domestic Shorthair Mix,Black
A692515,Honey,2015-02-20 11:58:00,Transfer,Partner,Dog,Spayed Female,730,Pointer Mix,Black/White
A670654,Toby,2014-09-04 14:24:00,Transfer,Partner,Cat,Neutered Male,300,Domestic Shorthair Mix,Black/White
A702772,Velo,2015-05-26 12:20:00,Transfer,Partner,Cat,Neutered Male,60,Domestic Medium Hair Mix,Brown Tabby/White
A707684,Guppy,2015-08-22 18:35:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Black
A708459,Unnamed,2015-08-01 16:40:00,Adoption,unknown,Dog,Spayed Female,210,Chihuahua Shorthair/Welsh Terrier,Black/Brown
A689848,Tonka,2014-10-25 17:17:00,Transfer,Partner,Dog,Neutered Male,2555,Miniature Pinscher Mix,Black/Brown
A704201,Unnamed,2015-06-02 15:24:00,Euthanasia,Suffering,Cat,Intact Female,2920,Domestic Shorthair Mix,Tortie Point
A702175,Unnamed,2015-05-16 10:50:00,Return_to_owner,unknown,Dog,Neutered Male,1460,American Bulldog Mix,Blue/White
A718014,Lucas,2015-12-23 16:55:00,Return_to_owner,unknown,Dog,Neutered Male,730,Rat Terrier Mix,White/Black
A701402,Jack,2015-05-19 14:18:00,Transfer,Partner,Dog,Intact Male,2190,Greyhound,Brown Brindle/White
A679269,Tempo,2014-05-19 18:53:00,Return_to_owner,unknown,Dog,Neutered Male,1825,Australian Shepherd,Tricolor
A669076,Unnamed,2013-12-21 18:35:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby/White
A706067,Unnamed,2015-06-29 13:55:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,White/Black
A663721,Molly,2013-10-04 14:54:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair/Domestic Medium Hair,Black
A693404,Kira,2014-12-11 16:11:00,Transfer,Partner,Dog,Spayed Female,730,Border Collie Mix,Black/White
A304036,Pepito,2015-06-14 16:09:00,Adoption,unknown,Cat,Neutered Male,4745,Domestic Shorthair Mix,Brown Tabby/White
A549834,Danny,2015-01-06 18:13:00,Adoption,unknown,Dog,Neutered Male,1825,Chihuahua Shorthair Mix,White/Brown
A707397,Chad,2015-07-17 14:18:00,Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair Mix,Brown Tabby
A684760,Unnamed,2014-08-01 17:53:00,Adoption,Foster,Cat,Spayed Female,150,Siamese Mix,Lilac Point
A700135,Anya,2015-04-20 14:08:00,Transfer,Partner,Cat,Intact Female,730,Siamese Mix,Lynx Point
A701461,Doe Girl,2015-05-02 18:20:00,Return_to_owner,unknown,Dog,Spayed Female,1825,Pit Bull Mix,Blue/White
A555012,Jeremiah,2014-10-13 13:21:00,Adoption,unknown,Dog,Neutered Male,270,Pit Bull Mix,Red
A669095,Unnamed,2013-12-20 15:25:00,Transfer,Partner,Dog,Neutered Male,300,Boxer,Black/White
A666455,Unnamed,2013-11-07 13:02:00,Transfer,Partner,Dog,Neutered Male,120,Dachshund/Bloodhound,Brown/White
A667616,Arctic,2014-05-14 19:02:00,Euthanasia,Aggressive,Dog,Neutered Male,1460,Australian Cattle Dog Mix,Blue Tick/White
A711296,Unnamed,2015-09-09 17:50:00,Adoption,unknown,Dog,Neutered Male,90,Plott Hound Mix,Brown Brindle
A662557,Austin,2014-10-04 16:22:00,Transfer,Partner,Dog,Neutered Male,2190,Pit Bull Mix,Blue
A677600,Mario,2014-06-03 14:05:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Longhair Mix,Orange Tabby
A685622,Duke,2014-08-14 16:13:00,Transfer,Partner,Dog,Intact Male,150,Treeing Walker Coonhound/Labrador Retriever,Tan/Black
A670633,Fiona,2014-01-15 12:58:00,Transfer,Partner,Dog,Intact Female,150,Plott Hound Mix,Brown Brindle
A548276,Lillian,2015-05-20 17:49:00,Return_to_owner,unknown,Dog,Spayed Female,2920,Cocker Spaniel,Buff
A716512,Dexter,2015-11-20 17:39:00,Return_to_owner,unknown,Dog,Neutered Male,730,St. Bernard Smooth Coat Mix,Brown/White
A675081,Pongo,2014-04-05 17:34:00,Adoption,unknown,Dog,Neutered Male,2555,Chihuahua Shorthair Mix,White/Black
A688558,Tiney,2014-10-01 15:51:00,Transfer,Partner,Cat,Spayed Female,240,Domestic Shorthair Mix,Orange Tabby
A694367,Clay,2015-01-03 18:17:00,Adoption,unknown,Dog,Neutered Male,730,Labrador Retriever/Australian Cattle Dog,White/Brown
A690036,Flo,2014-10-17 16:59:00,Transfer,Partner,Dog,Intact Female,180,Boxer,Tan/White
A711323,Unnamed,2015-09-13 00:00:00,Euthanasia,Suffering,Cat,Unknown,7,Domestic Shorthair Mix,Black
A720206,Tug,2016-02-11 14:20:00,Adoption,unknown,Dog,Neutered Male,180,Mastiff Mix,Yellow Brindle/White
A679086,Smores,2014-05-26 14:48:00,Transfer,Partner,Cat,Intact Female,730,Domestic Shorthair Mix,Brown Tabby/White
A683806,Callie,2014-08-01 15:45:00,Adoption,unknown,Dog,Intact Female,60,Border Collie/Great Pyrenees,Cream/White
A697240,Tulip,2015-02-20 14:57:00,Transfer,Partner,Dog,Intact Female,120,Beagle Mix,Black/White
A682541,Maisy,2014-07-03 14:21:00,Adoption,unknown,Cat,Spayed Female,730,Domestic Shorthair Mix,Brown Tabby
A678071,Unnamed,2014-05-03 16:15:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Brown Tabby
A692922,Finch,2014-11-30 18:42:00,Return_to_owner,unknown,Dog,Spayed Female,1460,Jack Russell Terrier Mix,White
A691441,Unnamed,2014-11-09 12:10:00,Adoption,unknown,Dog,Neutered Male,120,Cavalier Span Mix,Black/White
A666354,Unnamed,2013-11-03 17:00:00,Transfer,Partner,Dog,Neutered Male,1095,Miniature Poodle Mix,Apricot
A708468,Pio,2015-08-29 15:07:00,Adoption,unknown,Dog,Neutered Male,210,Pointer Mix,White/Black
A692774,Cookie,2014-11-30 13:27:00,Return_to_owner,unknown,Dog,Spayed Female,2190,Bulldog Mix,White/Black
A706985,Melanie,2015-07-20 14:56:00,Transfer,Partner,Cat,Spayed Female,120,Domestic Shorthair Mix,Black/White
A679160,Unnamed,2014-06-30 17:15:00,Adoption,Foster,Dog,Spayed Female,30,Labrador Retriever/German Shepherd,Black/White
A624160,Nina,2014-04-18 17:29:00,Adoption,unknown,Dog,Spayed Female,730,Labrador Retriever Mix,Brown/White
A695892,Ember,2015-02-01 18:45:00,Adoption,unknown,Cat,Spayed Female,1095,Domestic Shorthair Mix,Torbie
A678481,Unnamed,2014-05-09 15:28:00,Transfer,Partner,Cat,Intact Male,7,Domestic Shorthair Mix,Black
A663915,Mustachio,2013-11-16 15:09:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White
A681502,Izy,2014-06-22 17:06:00,Transfer,Partner,Dog,Spayed Female,60,Australian Shepherd/Labrador Retriever,Tan/White
A333659,Tyoma,2013-10-27 19:17:00,Return_to_owner,unknown,Dog,Neutered Male,270,Cocker Spaniel Mix,Red/Black
A675415,Unnamed,2014-03-27 15:01:00,Transfer,Partner,Cat,Intact Female,21,Siamese Mix,Lynx Point
A683427,Unnamed,2014-07-21 12:51:00,Died,In Kennel,Cat,Intact Female,30,Domestic Shorthair Mix,Brown Tabby
A670816,Tommy,2014-08-04 14:34:00,Adoption,Foster,Dog,Neutered Male,730,Chinese Sharpei/Great Dane,Blue
A693785,Unnamed,2014-12-18 16:52:00,Adoption,unknown,Dog,Neutered Male,120,Border Collie Mix,White/Black
A668384,Juneau,2013-12-27 18:55:00,Adoption,unknown,Dog,Spayed Female,365,German Shepherd Mix,Brown/Black
A717066,Frankie,2016-02-13 12:56:00,Adoption,Foster,Dog,Spayed Female,60,Chihuahua Shorthair/Cardigan Welsh Corgi,Tan/White
A683816,Fritz,2014-07-19 13:43:00,Adoption,unknown,Dog,Neutered Male,2555,Dachshund Mix,Brown
A689776,Hunter,2014-10-24 18:40:00,Adoption,unknown,Dog,Neutered Male,300,Pit Bull Mix,White/Tan
A702026,Opie,2015-07-09 11:43:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Medium Hair Mix,Orange Tabby/White
A670719,Unnamed,2014-01-17 17:09:00,Return_to_owner,unknown,Dog,Neutered Male,210,Dachshund/Beagle,Tricolor
A047759,Oreo,2014-04-07 15:12:00,Transfer,Partner,Dog,Neutered Male,3650,Dachshund,Tricolor
A707880,Herschel,2015-08-08 16:10:00,Adoption,unknown,Dog,Neutered Male,210,American Pit Bull Terrier/Pointer,Chocolate/White
A676054,Unnamed,2014-04-07 16:30:00,Adoption,unknown,Dog,Neutered Male,730,Plott Hound Mix,Brown Brindle/White
A720425,Chikilin,2016-02-14 13:37:00,Adoption,unknown,Dog,Neutered Male,2920,Chihuahua Shorthair Mix,Tricolor
A680106,Unnamed,2014-05-29 08:00:00,Transfer,SCRP,Cat,Unknown,365,Domestic Shorthair Mix,Brown Tabby
A665386,Unnamed,2013-10-22 15:06:00,Transfer,Partner,Dog,Intact Female,365,Chihuahua Shorthair/Rat Terrier,White/Black
A697735,Unnamed,2015-02-28 09:00:00,Transfer,SCRP,Cat,Intact Male,180,Domestic Shorthair Mix,Brown Tabby/White
A685806,Izzy,2014-09-02 18:29:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Blue Tabby/White
A701430,Fido,2015-05-10 19:27:00,Adoption,unknown,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Brown
A555113,Roper,2015-05-04 13:46:00,Return_to_owner,unknown,Dog,Neutered Male,270,Border Collie Mix,Black/White
A692543,Karma,2014-12-06 18:08:00,Adoption,unknown,Dog,Spayed Female,1825,Catahoula Mix,Red Merle/White
A674466,Unnamed,2014-03-13 14:58:00,Transfer,Partner,Dog,Intact Male,5,Pit Bull Mix,Fawn
